note_id,batch,run_id,category,note_json,source_locations,occurrences
ceb7c12247cd24ebd9259e59e0f3d8cc1aba45e6b618bbd01d1934382726e6b6,8,RUN_01963,MISSING_HISTORICAL_EVALUATION_SEAL,"{""acceptance"": {""path"": ""<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/BATCH008_INPUT_ACCEPTANCE.json"", ""sha256"": ""ddb2d8061283e0ba4332110edc7a12543d77cbcbf7920fab9edd41a4d961da44""}, ""action"": ""AUTHORIZED_POSTHOC_CURRENT_SEAL"", ""annotation"": ""sealed post-hoc after archival interruption; content verified against scratch (size+sha256)"", ""authorization"": {""contract_commit"": ""5350d324e86e9f71050c3ef15ed46b2082db9042"", ""contract_path"": ""<CODE_ROOT>/configs/paper_rebuild/clean6/CANONICAL_541_PROTOCOL_V2_CONTRACT.yaml"", ""contract_sha256"": ""8c034244cdbd10951c0dc94f0b58cb76a35c9f470249a34542d6e259b364587c"", ""decision_key"": ""io_recovery_authorization.human_decision_20260912""}, ""batch"": 8, ""category"": ""MISSING_HISTORICAL_EVALUATION_SEAL"", ""comparison_to_previous_current_inventory"": ""MATCH_SIZE_AND_SHA256"", ""file_count"": 25, ""historical_gap_retained"": true, ""new_evaluator_calls"": 0, ""new_solver_calls"": 0, ""run_id"": ""RUN_01963"", ""seal"": {""annotation"": ""sealed post-hoc after archival interruption; content verified against scratch (size+sha256)"", ""historical_full_file_seal_available"": false, ""path"": ""<CANONICAL541_V2_ROOT>/IO_RECOVERY/IO_RECOVERY_20260912/POSTHOC_RUN_01963_EVALUATION_SEAL.json"", ""run_id"": ""RUN_01963"", ""sha256"": ""c2456f1931b6146200f730be9268c0d672525850bd19de40e22d9124ba6034ef"", ""versions"": [""v3"", ""v2""]}}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:20,1
135866e252430ffd9d0e35107eeaa5b7627a07e00a979644386b81fe611d75e0,8,RUN_01963,accepted_posthoc_seal_and_archive_path_resolution,"{""annotation"": ""sealed post-hoc after archival interruption; content verified against scratch (size+sha256)"", ""batch"": 8, ""completed_archive_relative_path"": ""RETAINED_RUNS/RUN_01963/IO_RECOVERY_20260912_cycle080_attempt01"", ""evaluator_calls"": 0, ""historical_full_file_seal_available"": false, ""operation"": ""accepted_posthoc_seal_and_archive_path_resolution"", ""reason"": ""RUN_01963 completed receipt and wrapper carry the human-authorized post-hoc annotation and historical gap; original partial archive is preserved and resolved rows identify the completed archive attempt."", ""run_id"": ""RUN_01963"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""solver_calls"": 0, ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T04:21:39.510355+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:21;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:1,2
7340fb2ccf63c8b3022fa1095dfcc910f013e0a79ab5d09d5719c387cca47dc3,8,,,"{""batch"": 8, ""note"": ""Batch 8 completion reconciled into the primary ledger from its immutable I/O recovery result; 256 existing solver terminals and 512 evaluator terminals reused; no repeated solve or evaluation.""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:22,1
b9982cc22e2cef2ac710072abe799488f9f8edde52bff156900820675b17df09,8,,resource_coverage_scope_record,"{""baseline_relative_path"": ""IO_RECOVERY/IO_RECOVERY_20260912/CONTINUATION_RESOURCE_BASELINE.json"", ""batch"": 8, ""continued_under_human_four_stop_rule"": true, ""historical_whole_execution_peak_status"": ""UNAVAILABLE_EARLY_ABSOLUTE_BASELINES_NOT_STORED"", ""operation"": ""resource_coverage_scope_record"", ""reason"": ""Earlier per-batch monitors did not persist absolute disk baselines. Preserve the documented whole-execution peak unavailability; current I/O continuation records absolute baseline and sampled filesystem values. No historical measurement is backfilled."", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T04:33:21.906651+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:24;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:2,2
e9d21243458670ede9515591d67be398f171542b660207ac736005f279c5f80e,,,finalization_helper_entry_and_exact_line_repair,"{""entry_tracked"": false, ""evaluator_calls"": 0, ""helper_sha256"": {""clean6_finalize_aggregate_io.local.py"": ""d1788539d37ba3269b672c369f2144e0de7a98b7c60e500376792e7f37070584"", ""p09c_finalize_aggregate.py"": ""f86b835dd71b9d4ca62b6d2fc38ad27c74c526c5e4616d33c53a5ae7bb2ebe31"", ""p09c_update_handoff_docs.py"": ""cee443fa0049511df95aff487c14bf420cb4ba242cde48ad402bcbc3b6636c86""}, ""native_calls"": 0, ""operation"": ""finalization_helper_entry_and_exact_line_repair"", ""reason"": ""Readonly review identified a non-paragraph pack bullet and the clean-runner entry convention; fixed the exact-line locator and added a local I/O entry delegating to the same frozen aggregate function. Current batch execution is unchanged."", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""text_target_validation"": {""status"": ""PASS"", ""unique_targets"": 17}, ""utc"": ""2026-09-12T05:24:04.250764+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:27;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:3,2
e9b5dec8656295c5b248c7dc5dd4500717571a4420ed917a70d6ddfd0613924f,14,,automatic_archive_only_recovery,"{""batch"": 14, ""no_repeated_scientific_invocation"": true, ""operation"": ""automatic_archive_only_recovery"", ""reason"": ""[Errno 12] Cannot allocate memory: '<CANONICAL541_V2_ROOT>/RETAINED_RUNS/RUN_03522/IO_RECOVERY_20260912_cycle140_attempt01'"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:52.333829+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:36;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:4,2
557c5c97ba7729b3fd783eccf497a1bfec5301422e6bcf55af40e732323dfb55,14,,load_existing_batch_terminals,"{""batch"": 14, ""evaluator_calls"": 0, ""operation"": ""load_existing_batch_terminals"", ""reason"": ""reused exact BEFORE/GROUP/WAVE/per-run rows"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""solver_calls"": 0, ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:54.884384+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:37;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:5,2
8bf1bbdbcaa5d4464088cb2e8e1cd38cffa6caec474e99ae04b8179a7bb158c6,14,RUN_03307,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03307"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:55.319283+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:38;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:6,2
7eb2ccdf8c340e6eac71d299af44ed1cc8e9df01506f387d5966211d7caa6178,14,RUN_03308,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03308"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:55.776896+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:39;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:7,2
4feb3f8b6a01e814e9348842e397db262942014901a5072a10a437b7de217cda,14,RUN_03309,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03309"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:56.069734+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:40;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:8,2
d6d385b670f3ea66da6ec43244801fb1afeda8eb7390ee0e6f9fd86450f60cfa,14,RUN_03310,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03310"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:56.468555+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:41;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:9,2
e74374face39ec56ed17d15c3e1b5de530706b49c73049c982e0ac0e866e8505,14,RUN_03311,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03311"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:56.701730+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:42;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:10,2
7a772aecd403317f7c00eb0ef7a2b2702d20995b404dc48be23bf2ce7046bebb,14,RUN_03312,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03312"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:56.921327+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:43;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:11,2
0b566fb43fa5efbcde2e8717cef539db2ccd1de99753a19d11a0a3e16abedde1,14,RUN_03313,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03313"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:57.151921+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:44;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:12,2
743496713bd1fa302f54a907aa08f377ce30d48db49d3e5771b1d89e71441ed5,14,RUN_03314,restore_resolution_sidecars,"{""archive_calls"": 0, ""batch"": 14, ""operation"": ""restore_resolution_sidecars"", ""reason"": ""missing metadata reconstructed from successful archive receipt"", ""repaired_files"": [""RUN_RECORD.json"", ""EVALUATION_RECORDS.json"", ""RECEIPT_REFERENCE.json""], ""run_id"": ""RUN_03314"", ""scientific_code_commit"": ""737a0fb5a4a5418500824855b89b0d25af69824a"", ""status"": ""BOOKKEEPING_REPAIR"", ""utc"": ""2026-09-12T08:40:57.687786+00:00""}",<CANONICAL541_V2_ROOT>/BATCH_LEDGER.jsonl:45;<CANONICAL541_V2_ROOT>/BATCH_LEDGER.notes:13,2
